t,cmd_duty,actual_duty,erpm,imotor,iin,id,iq,vd,vq,fault
511841.904638258,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
511841.949491188,0.8,0.8,5925.0,5.24,4.24,0.51,5.21,-3.386,18.219,0
