host_time,elapsed_s,telemetry_version,cmdL,cmdR,rpmL,rpmR,dutyL_pct,dutyR_pct,currentMotorL_A,currentMotorR_A,currentInL_A,currentInR_A,idL_A,idR_A,iqL_A,iqR_A,vdL_V,vdR_V,vqL_V,vqR_V,hallL,hallR,faultL,faultR,dcl_raw,rla_raw,rlb_raw,dcr_raw,rrb_raw,rrc_raw,battery_V,temperature_C,foc_isr_cycles,foc_isr_us,foc_isr_load_pct,status
2026-09-01T21:23:20.077,0.649,2,50,50,51,49,11.1,11.5,0.09,0.06,0.08,0.02,-0.28,-0.33,0.09,0.06,-0.20,-0.11,5.43,5.65,010,001,0,0,1932,1986,1998,1868,1963,1953,42.70,34.7,3327,51.984,83.17,1
2026-09-01T21:23:20.088,0.660,2,50,50,49,49,11.7,10.5,0.49,0.27,0.16,0.10,-0.21,-0.15,0.49,0.27,0.14,0.19,5.54,5.66,011,011,0,0,1932,1993,2003,1866,1964,1952,42.70,34.7,3325,51.953,83.12,1
2026-09-01T21:23:20.100,0.672,2,50,50,50,49,11.4,11.3,0.47,0.51,0.10,0.06,0.03,0.05,0.47,0.51,0.08,0.27,5.50,5.67,001,011,0,0,1931,1982,2008,1867,1970,1957,42.70,34.7,3326,51.969,83.15,1
2026-09-01T21:23:20.110,0.682,2,50,50,50,50,11.2,11.4,0.31,0.40,0.08,0.06,0.22,0.26,0.31,0.40,-0.30,0.00,5.50,5.61,101,010,0,0,1923,1975,2023,1861,1977,1942,42.70,34.7,3325,51.953,83.12,1
2026-09-01T21:23:20.121,0.693,2,50,50,50,49,10.8,12.0,0.07,0.29,0.12,0.10,0.15,0.27,0.07,0.29,-0.69,-0.47,5.50,5.68,100,110,0,0,1931,1980,2012,1869,1984,1930,42.70,34.7,3327,51.984,83.17,1
2026-09-01T21:23:20.136,0.708,2,50,50,49,50,10.5,12.0,-0.13,0.03,0.06,0.04,-0.02,0.15,-0.13,0.03,-0.86,-0.74,5.56,5.63,100,100,0,0,1929,1984,1995,1868,1973,1934,42.70,34.7,3329,52.016,83.22,1
2026-09-01T21:23:20.144,0.716,2,50,50,49,50,11.4,11.9,-0.07,-0.05,0.02,-0.04,-0.13,-0.16,-0.06,-0.06,-0.69,-0.58,5.57,5.63,110,101,0,0,1932,1985,1995,1870,1959,1946,42.70,34.7,3330,52.031,83.25,1
2026-09-01T21:23:20.155,0.727,2,50,50,50,49,11.7,11.2,0.13,-0.04,0.10,0.06,-0.27,-0.27,0.13,-0.04,-0.20,-0.22,5.52,5.68,010,001,0,0,1929,1991,1997,1866,1966,1952,42.70,34.7,3326,51.969,83.15,1
2026-09-01T21:23:20.166,0.738,2,50,50,50,49,11.5,11.0,0.38,0.31,0.02,0.02,-0.30,-0.15,0.38,0.31,0.21,0.15,5.52,5.69,011,001,0,0,1931,1988,2002,1870,1960,1954,42.70,34.7,3326,51.969,83.15,1
2026-09-01T21:23:20.177,0.749,2,50,50,49,50,11.0,11.6,0.56,0.49,0.10,0.06,0.17,-0.01,0.56,0.49,0.04,0.30,5.58,5.64,001,011,0,0,1931,1988,2008,1867,1970,1955,42.70,34.9,3325,51.953,83.12,1
2026-09-01T21:23:20.188,0.760,2,50,50,50,50,10.5,11.8,0.36,0.46,0.12,0.08,0.30,0.22,0.36,0.46,-0.29,0.05,5.53,5.64,101,010,0,0,1930,1980,2012,1867,1980,1944,42.70,34.9,3325,51.953,83.12,1
2026-09-01T21:23:20.199,0.771,2,50,50,50,50,10.4,12.0,0.08,0.26,0.08,0.06,0.22,0.25,0.08,0.26,-0.67,-0.38,5.53,5.64,101,110,0,0,1924,1975,2016,1861,1978,1930,42.70,34.9,3329,52.016,83.22,1
2026-09-01T21:23:20.210,0.782,2,50,50,50,50,11.0,12.0,-0.11,0.04,0.22,0.10,0.03,0.15,-0.12,0.04,-0.84,-0.69,5.53,5.64,100,100,0,0,1928,1982,1996,1866,1971,1932,42.70,34.9,3328,52.000,83.20,1
2026-09-01T21:23:20.222,0.794,2,50,50,49,50,11.8,11.6,0.00,-0.06,0.10,0.06,-0.10,-0.15,-0.03,-0.06,-0.71,-0.60,5.59,5.64,110,101,0,0,1933,1983,1992,1869,1959,1947,42.70,34.9,3328,52.000,83.20,1
2026-09-01T21:23:20.233,0.805,2,50,50,51,50,11.6,10.7,0.07,-0.05,0.06,0.00,-0.31,-0.24,0.08,-0.05,-0.22,-0.23,5.48,5.64,010,001,0,0,1935,1993,1998,1870,1969,1948,42.70,34.9,3326,51.969,83.15,1
2026-09-01T21:23:20.244,0.816,2,50,50,50,50,11.3,11.3,0.31,0.26,0.12,0.06,-0.30,-0.22,0.31,0.26,0.18,0.19,5.53,5.64,011,001,0,0,1931,1990,2008,1867,1965,1954,42.70,34.9,3326,51.969,83.15,1
2026-09-01T21:23:20.255,0.827,2,50,50,50,50,10.5,11.8,0.42,0.48,0.10,0.08,0.04,-0.06,0.42,0.48,0.23,0.37,5.53,5.64,001,011,0,0,1929,1988,2006,1867,1971,1956,42.70,34.9,3325,51.953,83.12,1
2026-09-01T21:23:20.266,0.838,2,50,50,50,51,10.5,11.8,0.37,0.43,0.12,0.06,0.27,0.17,0.37,0.42,-0.11,0.14,5.53,5.58,001,010,0,0,1929,1981,2013,1866,1979,1945,42.70,34.9,3326,51.969,83.15,1
2026-09-01T21:23:20.277,0.849,2,50,50,50,50,11.0,11.8,0.17,0.29,0.08,0.06,0.28,0.23,0.16,0.29,-0.56,-0.32,5.53,5.62,101,110,0,0,1928,1974,2008,1866,1981,1933,42.70,34.9,3329,52.016,83.22,1
2026-09-01T21:23:20.288,0.860,2,50,50,50,49,11.6,11.7,-0.06,0.05,0.12,0.06,0.18,0.14,-0.06,0.05,-0.83,-0.65,5.53,5.68,100,100,0,0,1929,1979,2004,1865,1967,1931,42.70,34.9,3328,52.000,83.20,1
2026-09-01T21:23:20.299,0.871,2,50,50,49,50,11.9,11.2,-0.02,-0.12,0.10,0.04,-0.10,-0.11,-0.05,-0.13,-0.68,-0.67,5.59,5.64,110,101,0,0,1929,1983,1994,1867,1959,1943,42.70,34.9,3328,52.000,83.20,1
2026-09-01T21:23:20.311,0.883,2,50,50,49,50,11.6,10.8,0.05,-0.06,0.12,0.06,-0.31,-0.24,0.05,-0.06,-0.24,-0.32,5.60,5.64,010,101,0,0,1932,1991,1997,1868,1967,1949,42.70,34.9,3330,52.031,83.25,1
2026-09-01T21:23:20.322,0.894,2,50,50,50,49,10.7,11.8,0.25,0.24,0.12,0.10,-0.26,-0.24,0.25,0.24,0.18,0.10,5.56,5.70,011,001,0,0,1927,1986,2013,1863,1960,1948,42.70,34.9,3325,51.953,83.12,1
2026-09-01T21:23:20.333,0.905,2,50,50,50,50,10.9,12.0,0.51,0.42,0.12,0.06,0.01,-0.14,0.51,0.42,0.33,0.34,5.56,5.65,011,011,0,0,1929,1992,2004,1867,1972,1952,42.70,34.9,3326,51.969,83.15,1
2026-09-01T21:23:20.344,0.916,2,50,50,50,51,11.2,11.8,0.47,0.43,0.12,0.06,0.30,0.11,0.47,0.43,0.01,0.18,5.56,5.59,001,010,0,0,1930,1984,2012,1866,1977,1945,42.70,34.9,3326,51.969,83.15,1
2026-09-01T21:23:20.355,0.927,2,50,50,50,50,11.5,11.6,0.24,0.29,0.06,-0.06,0.33,0.19,0.24,0.29,-0.43,-0.26,5.56,5.63,101,110,0,0,1929,1972,2012,1866,1980,1935,42.70,34.9,3328,52.000,83.20,1
2026-09-01T21:23:20.366,0.938,2,50,50,50,50,11.8,11.3,0.00,0.07,0.08,0.04,0.19,0.13,0.00,0.07,-0.75,-0.59,5.56,5.63,100,100,0,0,1930,1972,2004,1867,1971,1931,42.70,34.9,3327,51.984,83.17,1
2026-09-01T21:23:20.377,0.949,2,50,50,50,50,11.8,10.7,-0.06,-0.12,0.10,0.04,-0.09,-0.11,-0.09,-0.10,-0.65,-0.61,5.56,5.63,110,100,0,0,1933,1984,1995,1869,1960,1945,42.70,34.9,3330,52.031,83.25,1
2026-09-01T21:23:20.388,0.960,2,50,50,50,50,11.2,11.2,-0.03,-0.05,0.10,0.06,-0.28,-0.21,-0.03,-0.05,-0.28,-0.34,5.56,5.63,010,101,0,0,1932,1987,2009,1864,1962,1943,42.70,34.9,3329,52.016,83.22,1
2026-09-01T21:23:20.399,0.971,2,50,50,50,50,10.2,11.9,0.23,0.20,0.14,0.08,-0.19,-0.26,0.23,0.20,0.08,0.15,5.56,5.63,011,001,0,0,1931,1988,2000,1869,1962,1953,42.70,34.9,3325,51.953,83.12,1
2026-09-01T21:23:20.411,0.983,2,50,50,50,50,11.2,11.9,0.54,0.41,0.12,0.06,-0.02,-0.17,0.54,0.41,0.34,0.42,5.56,5.63,011,011,0,0,1931,1992,2004,1867,1973,1954,42.70,34.9,3326,51.969,83.15,1
2026-09-01T21:23:20.422,0.994,2,50,50,50,50,11.6,11.6,0.49,0.43,0.14,0.08,0.24,0.07,0.49,0.43,0.08,0.30,5.56,5.63,001,010,0,0,1930,1985,2015,1866,1978,1946,42.70,34.9,3326,51.969,83.15,1
2026-09-01T21:23:20.433,1.005,2,50,50,50,50,11.7,11.2,0.27,0.31,0.00,-0.06,0.31,0.33,0.27,0.31,-0.38,-0.20,5.56,5.63,101,110,0,0,1929,1972,2013,1866,1979,1937,42.70,34.9,3327,51.984,83.17,1
2026-09-01T21:23:20.444,1.016,2,50,50,50,50,11.9,10.7,0.04,0.06,0.12,0.06,0.18,0.18,0.04,0.06,-0.74,-0.53,5.56,5.63,100,110,0,0,1932,1971,2003,1868,1972,1935,42.70,34.9,3329,52.016,83.22,1
2026-09-01T21:23:20.455,1.027,2,50,50,50,50,11.7,10.8,-0.09,-0.14,0.12,0.06,-0.09,-0.01,-0.09,-0.14,-0.73,-0.64,5.56,5.63,110,100,0,0,1932,1981,2005,1864,1961,1939,42.70,34.9,3329,52.016,83.22,1
2026-09-01T21:23:20.466,1.038,2,50,50,50,50,11.1,11.6,-0.04,-0.05,0.12,0.06,-0.32,-0.18,-0.04,-0.05,-0.35,-0.33,5.56,5.63,010,101,0,0,1933,1989,1995,1870,1962,1946,42.70,34.9,3329,52.016,83.22,1
2026-09-01T21:23:20.478,1.050,2,50,50,50,50,10.6,11.9,0.21,0.15,0.10,0.06,-0.28,-0.28,0.21,0.15,0.10,0.14,5.56,5.63,010,001,0,0,1931,1988,2000,1867,1964,1952,42.70,34.9,3326,51.969,83.15,1
2026-09-01T21:23:20.489,1.061,2,50,50,50,51,11.6,11.6,0.58,0.34,0.12,0.06,-0.10,-0.20,0.58,0.34,0.31,0.43,5.56,5.58,011,011,0,0,1931,1994,2004,1867,1970,1950,42.70,34.9,3326,51.969,83.15,1
2026-09-01T21:23:20.501,1.074,2,50,50,50,51,11.8,11.2,0.52,0.44,0.12,0.08,0.19,0.05,0.52,0.44,0.10,0.35,5.56,5.57,001,010,0,0,1930,1984,2012,1866,1976,1943,42.70,34.9,3326,51.969,83.15,1
2026-09-01T21:23:20.511,1.083,2,50,50,51,51,11.7,10.3,0.25,1.08,0.10,0.14,0.29,0.55,0.25,1.08,-0.36,-0.12,5.50,5.55,101,110,0,0,1929,1973,2010,1872,1969,2017,42.70,34.9,3327,51.984,83.17,1
2026-09-01T21:23:20.524,1.096,2,50,50,49,49,11.9,10.9,0.04,0.15,0.02,-0.02,0.23,0.20,0.04,0.15,-0.81,-0.56,5.60,5.68,100,110,0,0,1930,1971,2005,1867,1973,1931,42.70,34.9,3328,52.000,83.20,1
2026-09-01T21:23:20.533,1.105,2,50,50,50,50,11.5,11.3,-0.08,-0.10,0.10,0.06,-0.08,0.03,-0.08,-0.10,-0.82,-0.69,5.56,5.62,110,100,0,0,1932,1986,1995,1868,1966,1944,42.70,34.9,3328,52.000,83.20,1
2026-09-01T21:23:20.545,1.117,2,50,50,51,50,10.7,11.8,-0.06,-0.03,0.10,0.06,-0.29,-0.19,-0.06,-0.03,-0.45,-0.37,5.50,5.62,010,101,0,0,1933,1989,1998,1871,1960,1946,42.70,34.9,3330,52.031,83.25,1
2026-09-01T21:23:20.556,1.128,2,50,50,51,49,10.7,11.9,0.17,0.12,0.08,0.04,-0.27,-0.31,0.17,0.12,0.00,0.04,5.49,5.68,010,001,0,0,1927,1984,2012,1863,1961,1947,42.70,34.9,3326,51.969,83.15,1
2026-09-01T21:23:20.567,1.139,2,50,50,50,51,11.6,11.3,0.54,0.28,0.12,0.04,-0.12,-0.20,0.54,0.28,0.28,0.34,5.55,5.58,011,011,0,0,1931,1994,2004,1867,1970,1950,42.70,34.9,3326,51.969,83.15,1
2026-09-01T21:23:20.578,1.150,2,50,50,50,50,11.8,10.8,0.53,0.44,0.12,0.08,0.12,0.04,0.53,0.44,0.11,0.33,5.55,5.62,001,010,0,0,1931,1984,2012,1867,1976,1948,42.70,34.9,3325,51.953,83.12,1
2026-09-01T21:23:20.589,1.161,2,50,50,50,50,11.7,10.4,0.30,0.31,0.12,0.06,0.27,0.20,0.30,0.31,-0.34,0.00,5.55,5.62,101,010,0,0,1924,1973,2027,1862,1975,1935,42.70,34.9,3326,51.969,83.15,1
2026-09-01T21:23:20.600,1.172,2,50,50,50,49,11.6,11.4,0.02,0.19,0.12,0.06,0.18,0.27,0.02,0.19,-0.72,-0.50,5.55,5.69,100,110,0,0,1929,1975,2005,1867,1979,1934,42.70,34.9,3328,52.000,83.20,1
2026-09-01T21:23:20.611,1.183,2,50,50,49,50,11.1,11.7,-0.10,-0.04,0.12,0.10,0.16,0.14,-0.10,-0.04,-0.85,-0.70,5.60,5.63,110,100,0,0,1928,1975,2023,1861,1967,1933,42.70,34.9,3328,52.000,83.20,1
2026-09-01T21:23:20.622,1.194,2,50,50,49,50,10.7,11.9,-0.08,-0.02,0.12,0.06,-0.21,-0.16,-0.05,-0.02,-0.54,-0.41,5.61,5.63,110,101,0,0,1933,1985,1995,1870,1959,1946,42.70,34.9,3330,52.031,83.25,1
2026-09-01T21:23:20.634,1.206,2,50,50,50,50,11.3,11.7,0.16,0.09,0.06,0.04,-0.24,-0.30,0.16,0.09,-0.07,0.05,5.56,5.63,010,001,0,0,1928,1988,1998,1866,1964,1951,42.70,34.9,3326,51.969,83.15,1
2026-09-01T21:23:20.645,1.217,2,50,50,50,50,11.8,11.0,0.50,0.29,0.12,0.06,-0.17,-0.18,0.50,0.29,0.32,0.37,5.56,5.63,011,011,0,0,1931,1992,2004,1867,1970,1952,42.70,34.9,3325,51.953,83.12,1
