host_time,sample_index,firmware_seq,firmware_time_s,mode,mode_name,dq_reference,cmdL,cmdR,rpmL,rpmR,iqL_A,iqR_A,idL_A,idR_A,idcL_A,idcR_A,hallL,hallR,dcl_raw,rla_raw,rlb_raw,dcr_raw,rrb_raw,rrc_raw,battery_V,temperature_C,foc_isr_cycles,foc_isr_us,foc_isr_load_pct,encoder_position,position_target,position_speed_ref_rpm,encoder_elec_angle_deg,encoder_rpm,encoder_sync_state,encoder_sync_text,hw_profile,hw_profile_name,foc_isr_cycles_max,enabled,timeout,left_fault,right_fault,calibrating,calibration_pct
2026-08-30T17:04:15.919,53,3345,1.060000,2,FOC SPD,generated rotor dq,20,20,554,547,0.5200,0.2500,-0.0200,-0.2300,0.5400,0.8000,001,010,1933,1972,1983,1962,1977,1907,42.300,42.20,3076,48.0625,76.900,0,0,0,0.0,0,0,idle,1,two_hall,3636,1,0,0,0,0,100.0
2026-08-30T17:04:15.939,54,3346,1.080000,2,FOC SPD,generated rotor dq,20,20,554,534,0.2500,0.3300,-1.4200,0.9800,0.5800,0.8000,011,011,1937,2000,1960,1959,1912,1957,42.300,42.20,2982,46.5938,74.550,0,0,0,0.0,0,0,idle,1,two_hall,3636,1,0,0,0,0,100.0
2026-08-30T17:04:15.960,55,3347,1.100000,2,FOC SPD,generated rotor dq,20,20,554,541,0.6500,0.6000,0.1700,0.0500,0.4400,0.7200,010,101,1927,1962,1952,1963,1944,1940,42.300,42.20,3213,50.2031,80.325,0,0,0,0.0,0,0,idle,1,two_hall,3636,1,0,0,0,0,100.0
2026-08-30T17:04:15.980,56,3348,1.120000,2,FOC SPD,generated rotor dq,20,20,554,547,0.5100,0.8800,0.2200,0.1900,0.3400,1.1000,100,100,1919,1965,1957,1977,1973,1821,42.300,42.20,2980,46.5625,74.500,0,0,0,0.0,0,0,idle,1,two_hall,3636,1,0,0,0,0,100.0
2026-08-30T17:04:16.000,57,3349,1.140000,2,FOC SPD,generated rotor dq,20,20,554,555,0.8200,0.6100,-0.7200,-0.5900,0.4800,1.0600,101,010,1926,1945,1971,1980,2001,1853,42.300,42.20,3076,48.0625,76.900,0,0,0,0.0,0,0,idle,1,two_hall,3636,1,0,0,0,0,100.0
2026-08-30T17:04:16.021,58,3350,1.160000,2,FOC SPD,generated rotor dq,20,20,554,534,0.6200,0.2800,-0.1000,0.4300,0.4600,0.8000,001,011,1929,1957,1983,1962,1932,1967,42.300,42.20,2979,46.5469,74.475,0,0,0,0.0,0,0,idle,1,two_hall,3636,1,0,0,0,0,100.0
2026-08-30T17:04:16.041,59,3351,1.180000,2,FOC SPD,generated rotor dq,20,20,554,541,0.5600,-0.0500,-0.3200,0.0500,0.4600,0.8000,011,001,1929,1978,1974,1959,1933,1954,42.330,42.20,3336,52.1250,83.400,0,0,0,0.0,0,0,idle,1,two_hall,3636,1,0,0,0,0,100.0
2026-08-30T17:04:16.061,60,3352,1.200000,2,FOC SPD,generated rotor dq,20,20,554,541,0.7200,1.3800,0.2700,0.2200,0.3200,0.8000,010,100,1921,1997,1888,1961,1977,1852,42.330,42.20,2991,46.7344,74.775,0,0,0,0.0,0,0,idle,1,two_hall,3636,1,0,0,0,0,100.0
2026-08-30T17:04:16.082,61,3353,1.220000,2,FOC SPD,generated rotor dq,20,20,554,541,-0.8400,1.1200,1.0000,-0.8300,0.3000,1.5200,110,110,1917,2000,1856,1993,2007,1871,42.330,42.20,2986,46.6562,74.650,0,0,0,0.0,0,0,idle,1,two_hall,3636,1,0,0,0,0,100.0
2026-08-30T17:04:16.102,62,3354,1.240000,2,FOC SPD,generated rotor dq,20,20,547,547,0.9900,0.2800,-0.8700,-0.1700,0.8600,0.7200,100,011,1946,1918,1970,1962,1972,1925,42.330,42.20,3072,48.0000,76.800,0,0,0,0.0,0,0,idle,1,two_hall,3636,1,0,0,0,0,100.0
2026-08-30T17:04:16.122,63,3355,1.260000,2,FOC SPD,generated rotor dq,20,20,561,541,0.6500,0.6600,-0.1900,-0.1100,0.7200,0.9400,101,001,1939,1931,1986,1967,1919,1951,42.330,42.20,2994,46.7812,74.850,0,0,0,0.0,0,0,idle,1,two_hall,3636,1,0,0,0,0,100.0
2026-08-30T17:04:16.143,64,3356,1.280000,2,FOC SPD,generated rotor dq,20,20,547,534,0.4700,1.6600,0.2400,0.6900,0.5800,0.8800,011,100,1934,2003,1949,1967,1997,1867,42.330,42.20,3072,48.0000,76.800,0,0,0,0.0,0,0,idle,1,two_hall,3636,1,0,0,0,0,100.0
2026-08-30T17:04:16.163,65,3357,1.300000,2,FOC SPD,generated rotor dq,20,20,561,541,1.0100,0.5100,0.1600,-0.3700,0.6400,0.8800,010,110,1934,1995,1951,1961,1983,1839,42.330,42.20,3061,47.8281,76.525,0,0,0,0.0,0,0,idle,1,two_hall,3636,1,0,0,0,0,100.0
2026-08-30T17:04:16.183,66,3358,1.320000,2,FOC SPD,generated rotor dq,20,20,554,541,1.1900,0.5200,-0.2800,-0.2400,0.7400,0.9400,110,011,1941,1965,1928,1967,1995,1935,42.330,42.20,2991,46.7344,74.775,0,0,0,0.0,0,0,idle,1,two_hall,3636,1,0,0,0,0,100.0
2026-08-30T17:04:16.204,67,3359,1.340000,2,FOC SPD,generated rotor dq,20,20,554,541,1.1200,1.3000,0.3100,0.0200,0.2800,1.2800,100,001,1921,1937,1987,1989,1828,1975,42.330,42.20,2982,46.5938,74.550,0,0,0,0.0,0,0,idle,1,two_hall,3636,1,0,0,0,0,100.0
2026-08-30T17:04:16.224,68,3360,1.360000,2,FOC SPD,generated rotor dq,20,20,554,534,0.5300,1.9000,-0.3100,0.9300,0.3600,1.1000,101,100,1919,1951,1972,1974,1999,1879,42.330,42.20,3217,50.2656,80.425,0,0,0,0.0,0,0,idle,1,two_hall,3636,1,0,0,0,0,100.0
2026-08-30T17:04:16.244,69,3361,1.380000,2,FOC SPD,generated rotor dq,20,20,554,541,0.4200,1.2300,-0.0300,-1.3600,0.4200,1.0200,001,110,1926,1957,1977,1979,1984,1797,42.330,42.20,2980,46.5625,74.500,0,0,0,0.0,0,0,idle,1,two_hall,3636,1,0,0,0,0,100.0
2026-08-30T17:04:16.265,70,3362,1.400000,2,FOC SPD,generated rotor dq,20,20,554,534,0.6800,0.1400,-0.3100,0.1100,0.8000,0.5400,011,011,1945,1992,1988,1954,1951,1941,42.330,42.20,2987,46.6719,74.675,0,0,0,0.0,0,0,idle,1,two_hall,3636,1,0,0,0,0,100.0
2026-08-30T17:04:16.285,71,3363,1.420000,2,FOC SPD,generated rotor dq,20,20,547,541,0.9000,1.3900,0.8300,0.9200,0.4000,1.1200,010,001,1925,1989,1840,1981,1769,1967,42.330,42.20,2975,46.4844,74.375,0,0,0,0.0,0,0,idle,1,two_hall,3636,1,0,0,0,0,100.0
2026-08-30T17:04:16.313,72,3364,1.440000,2,FOC SPD,generated rotor dq,20,20,554,547,0.3700,0.8900,-0.0300,-0.2900,0.1800,1.0400,110,101,1917,1997,1897,1979,1916,1951,42.330,42.20,3065,47.8906,76.625,0,0,0,0.0,0,0,idle,1,two_hall,3636,1,0,0,0,0,100.0
2026-08-30T17:04:16.326,73,3365,1.460000,2,FOC SPD,generated rotor dq,20,20,547,541,0.8400,1.1200,-0.6200,-1.1500,0.6400,0.7200,100,110,1943,1936,2126,1967,1960,1741,42.330,42.20,2991,46.7344,74.775,0,0,0,0.0,0,0,idle,1,two_hall,3636,1,0,0,0,0,100.0
2026-08-30T17:04:16.346,74,3366,1.480000,2,FOC SPD,generated rotor dq,20,20,554,547,0.4100,0.0800,-0.2100,0.0200,0.6200,0.6200,101,010,1938,1931,1987,1953,1958,1936,42.330,42.20,3123,48.7969,78.075,0,0,0,0.0,0,0,idle,1,two_hall,3636,1,0,0,0,0,100.0
2026-08-30T17:04:16.367,75,3367,1.500000,2,FOC SPD,generated rotor dq,20,20,554,547,0.5000,0.3500,-0.2500,0.3500,0.4400,0.8600,011,001,1929,1972,1987,1968,1856,1964,42.330,42.20,2991,46.7344,74.775,0,0,0,0.0,0,0,idle,1,two_hall,3636,1,0,0,0,0,100.0
