host_time,elapsed_s,telemetry_version,cmdL,cmdR,rpmL,rpmR,dutyL_pct,dutyR_pct,currentMotorL_A,currentMotorR_A,currentInL_A,currentInR_A,idL_A,idR_A,iqL_A,iqR_A,vdL_V,vdR_V,vqL_V,vqR_V,hallL,hallR,faultL,faultR,dcl_raw,rla_raw,rlb_raw,dcr_raw,rrb_raw,rrc_raw,battery_V,temperature_C,foc_isr_cycles,foc_isr_us,foc_isr_load_pct,status
2026-09-01T21:21:35.498,0.010,2,0,0,0,0,0.0,0.0,-0.12,-0.17,0.08,0.04,0.24,0.29,-0.12,-0.17,0.00,0.00,0.00,0.00,100,110,0,0,1929,1984,2005,1866,1971,1945,42.70,32.9,3291,51.422,82.28,1
2026-09-01T21:21:35.509,0.021,2,2,2,0,0,0.2,0.2,-0.13,-0.18,0.30,0.10,0.24,0.30,-0.13,-0.18,0.00,0.00,0.08,0.08,100,110,0,0,1931,1984,2004,1867,1972,1945,42.70,32.9,3299,51.547,82.47,1
2026-09-01T21:21:35.520,0.032,2,16,16,0,0,1.3,1.3,-0.10,-0.15,0.10,0.06,0.26,0.28,-0.10,-0.15,0.00,0.00,0.68,0.68,100,110,0,0,1931,1982,2004,1867,1972,1944,42.70,32.9,3301,51.578,82.53,1
2026-09-01T21:21:35.530,0.042,2,32,32,0,0,2.5,2.5,-0.08,-0.14,0.12,0.06,0.28,0.30,-0.08,-0.14,0.00,0.00,1.36,1.36,100,110,0,0,1930,1982,2008,1867,1972,1944,42.70,32.9,3301,51.578,82.53,1
2026-09-01T21:21:35.541,0.052,2,45,45,0,0,3.6,3.6,-0.03,-0.07,0.16,0.06,0.26,0.30,-0.03,-0.07,0.00,0.00,1.92,1.92,100,110,0,0,1930,1980,2008,1867,1974,1940,42.70,32.9,3301,51.578,82.53,1
2026-09-01T21:21:35.551,0.063,2,55,55,0,0,3.9,4.0,0.07,0.10,0.06,0.02,0.33,0.26,0.07,0.10,0.00,0.00,2.13,2.13,100,100,0,0,1928,1973,2010,1865,1978,1933,42.70,32.9,3340,52.188,83.50,1
2026-09-01T21:21:35.562,0.074,2,64,64,0,0,5.0,4.7,0.22,0.22,0.06,0.02,0.31,0.29,0.22,0.22,0.00,0.00,2.73,2.56,100,100,0,0,1927,1966,2026,1860,1980,1922,42.70,32.9,3340,52.188,83.50,1
2026-09-01T21:21:35.572,0.083,2,71,71,0,0,5.6,5.3,0.28,0.29,0.06,0.02,0.35,0.34,0.28,0.29,0.00,0.00,3.03,2.85,100,100,0,0,1929,1962,2016,1866,1985,1923,42.70,32.9,3340,52.188,83.50,1
2026-09-01T21:21:35.582,0.094,2,76,76,0,0,6.0,5.7,0.29,0.30,0.06,0.02,0.43,0.43,0.29,0.30,0.00,0.00,3.24,3.11,100,100,0,0,1928,1962,2020,1866,1990,1922,42.70,32.9,3340,52.188,83.50,1
2026-09-01T21:21:35.592,0.104,2,80,80,0,0,6.1,6.1,0.39,0.43,0.54,0.16,0.47,0.65,0.39,0.43,0.00,0.00,3.33,3.33,100,100,0,0,1929,1957,2029,1867,2003,1914,42.70,32.9,3340,52.188,83.50,1
2026-09-01T21:21:35.603,0.114,2,84,84,0,0,6.4,6.4,0.67,0.84,0.10,0.10,0.71,0.91,0.67,0.84,0.00,0.00,3.49,3.49,100,100,0,0,1929,1942,2044,1868,2025,1893,42.70,32.9,3340,52.188,83.50,1
