case,motor,kp,ki,kd,target,phase,t,erpm,iq,id,imotor,iin,duty,vq,vd,fault
right_ramp900_+300_r1,right,0.0095,0.02,0.0,300,run,0.00015442800940945745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
right_ramp900_+300_r1,right,0.0095,0.02,0.0,300,run,0.06632882205303758,0.0,-0.01,0.02,0.03,0.02,0.014,0.144,-0.585,0
right_ramp900_+300_r1,right,0.0095,0.02,0.0,300,run,0.13251976302126423,0.0,0.01,-0.02,0.02,0.06,0.027,0.713,-0.899,0
right_ramp900_+300_r1,right,0.0095,0.02,0.0,300,run,0.19871683605015278,0.0,0.07,-0.01,0.07,0.02,0.035,1.282,-0.764,0
right_ramp900_+300_r1,right,0.0095,0.02,0.0,300,run,0.26497784903040156,0.0,0.13,-0.01,0.13,0.06,0.039,1.505,-0.724,0
right_ramp900_+300_r1,right,0.0095,0.02,0.0,300,run,0.3313003810471855,0.0,0.18,0.0,0.18,0.04,0.043,1.685,-0.762,0
right_ramp900_+300_r1,right,0.0095,0.02,0.0,300,run,0.3975559380487539,0.0,0.19,-0.02,0.19,0.06,0.04,1.731,0.016,0
right_ramp900_+300_r1,right,0.0095,0.02,0.0,300,run,0.4637506810249761,0.0,0.22,0.0,0.22,0.02,0.042,1.8,0.163,0
right_ramp900_+300_r1,right,0.0095,0.02,0.0,300,run,0.5302098780521192,0.0,0.24,-0.01,-0.24,-0.08,0.044,1.894,0.187,0
right_ramp900_+300_r1,right,0.0095,0.02,0.0,300,run,0.5965729230083525,0.0,0.26,0.0,0.26,0.04,0.046,1.948,0.201,0
right_ramp900_+300_r1,right,0.0095,0.02,0.0,300,run,0.6629083950538188,0.0,0.27,0.0,0.27,0.04,0.049,2.117,0.15,0
right_ramp900_+300_r1,right,0.0095,0.02,0.0,300,run,0.7292920420295559,0.0,0.26,-0.06,0.27,0.04,0.062,2.654,0.005,0
right_ramp900_+300_r1,right,0.0095,0.02,0.0,300,run,0.7955539550166577,0.0,0.32,0.0,-0.32,-0.04,0.07,2.997,-0.22,0
right_ramp900_+300_r1,right,0.0095,0.02,0.0,300,run,0.86228993604891,252.0,0.3,0.1,0.31,0.06,0.079,3.338,-0.598,0
right_ramp900_+300_r1,right,0.0095,0.02,0.0,300,run,0.9287737990380265,347.0,0.16,-0.04,-0.17,-0.04,0.079,3.274,-0.829,0
right_ramp900_+300_r1,right,0.0095,0.02,0.0,300,run,0.995118580001872,364.0,0.18,0.02,0.18,0.06,0.071,2.962,-0.646,0
right_ramp900_+300_r1,right,0.0095,0.02,0.0,300,run,1.0615046280436218,330.0,0.18,0.05,0.18,0.0,0.07,2.911,-0.678,0
right_ramp900_+300_r1,right,0.0095,0.02,0.0,300,run,1.127760417002719,291.0,0.19,-0.05,-0.2,-0.04,0.07,2.957,-0.488,0
right_ramp900_+300_r1,right,0.0095,0.02,0.0,300,run,1.1940551100415178,283.0,0.25,-0.02,0.25,0.06,0.066,2.785,-0.389,0
right_ramp900_+300_r1,right,0.0095,0.02,0.0,300,run,1.2602700620191172,259.0,0.18,0.04,0.18,0.06,0.066,2.783,-0.493,0
right_ramp900_+300_r1,right,0.0095,0.02,0.0,300,run,1.3265849370509386,254.0,0.23,-0.01,0.23,0.06,0.067,2.847,-0.472,0
right_ramp900_+300_r1,right,0.0095,0.02,0.0,300,run,1.3928992290166207,257.0,0.22,-0.03,0.23,0.08,0.069,2.933,-0.491,0
right_ramp900_+300_r1,right,0.0095,0.02,0.0,300,run,1.459213111025747,284.0,0.17,-0.01,0.17,0.06,0.067,2.866,-0.373,0
right_ramp900_+300_r1,right,0.0095,0.02,0.0,300,run,1.5255392490071245,279.0,0.23,-0.08,0.24,0.08,0.07,2.938,-0.638,0
right_ramp900_+300_r1,right,0.0095,0.02,0.0,300,run,1.5919134000432678,281.0,0.19,0.05,0.19,0.06,0.069,2.898,-0.63,0
right_ramp900_+300_r1,right,0.0095,0.02,0.0,300,run,1.6583401070092805,295.0,0.21,-0.06,-0.22,-0.04,0.067,2.86,-0.378,0
right_ramp900_+300_r1,right,0.0095,0.02,0.0,300,run,1.7245481360005215,279.0,0.22,0.07,0.23,0.06,0.07,2.911,-0.783,0
right_ramp900_+300_r1,right,0.0095,0.02,0.0,300,run,1.7907791520119645,280.0,0.3,0.0,-0.3,-0.04,0.069,2.914,-0.547,0
right_ramp900_+300_r1,right,0.0095,0.02,0.0,300,run,1.8571087410091422,300.0,0.21,0.0,0.21,0.06,0.068,2.887,-0.547,0
right_ramp900_+300_r1,right,0.0095,0.02,0.0,300,run,1.923481805017218,288.0,0.21,0.06,0.22,0.06,0.071,2.955,-0.657,0
right_ramp900_+300_r1,right,0.0095,0.02,0.0,300,run,1.9897664500167593,281.0,0.22,-0.03,0.22,0.06,0.072,3.035,-0.555,0
right_ramp900_+300_r1,right,0.0095,0.02,0.0,300,run,2.056243383034598,297.0,0.23,0.0,0.23,0.0,0.069,2.904,-0.549,0
right_ramp900_+300_r1,right,0.0095,0.02,0.0,300,run,2.1225937440176494,295.0,0.19,0.05,0.2,0.08,0.072,3.006,-0.619,0
right_ramp900_+300_r1,right,0.0095,0.02,0.0,300,run,2.188874999003019,290.0,0.22,-0.06,0.23,0.08,0.072,3.054,-0.581,0
right_ramp900_+300_r1,right,0.0095,0.02,0.0,0,stop,1.1299853213131428e-06,298.0,0.2,0.01,0.2,0.06,0.068,2.88,-0.557,0
right_ramp900_+300_r1,right,0.0095,0.02,0.0,0,stop,0.07633272797102109,289.0,0.19,0.04,0.2,0.08,0.068,2.818,-0.678,0
right_ramp900_+300_r1,right,0.0095,0.02,0.0,0,stop,0.14298023900482804,270.0,0.16,-0.07,0.18,0.06,0.065,2.727,-0.52,0
right_ramp900_+300_r1,right,0.0095,0.02,0.0,0,stop,0.20927823096280918,242.0,0.19,-0.01,0.19,0.0,0.055,2.338,-0.179,0
right_ramp900_+300_r1,right,0.0095,0.02,0.0,0,stop,0.27551385195693,242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
right_ramp900_+300_r1,right,0.0095,0.02,0.0,0,stop,0.34187208296498284,242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
right_ramp900_+300_r1,right,0.0095,0.02,0.0,0,stop,0.40806292998604476,242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
right_ramp900_+300_r1,right,0.0095,0.02,0.0,0,stop,0.4742158059962094,242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
right_ramp900_+300_r1,right,0.0095,0.02,0.0,0,stop,0.5406247219652869,242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
right_ramp900_+300_r1,right,0.0095,0.02,0.0,0,stop,0.6070019259932451,242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
right_ramp900_+300_r1,right,0.0095,0.02,0.0,0,stop,0.6733242140035145,242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
right_ramp900_+300_r1,right,0.0095,0.02,0.0,0,stop,0.7397598669631407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
right_ramp900_-300_r1,right,0.0095,0.02,0.0,-300,run,0.00013541494263336062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
right_ramp900_-300_r1,right,0.0095,0.02,0.0,-300,run,0.06633667997084558,0.0,0.02,0.0,0.02,0.04,-0.01,-0.404,0.139,0
right_ramp900_-300_r1,right,0.0095,0.02,0.0,-300,run,0.1325316459988244,0.0,0.0,0.0,0.0,0.04,-0.023,-0.962,0.174,0
right_ramp900_-300_r1,right,0.0095,0.02,0.0,-300,run,0.19885952398180962,0.0,-0.07,0.0,0.07,0.04,-0.034,-1.453,0.179,0
right_ramp900_-300_r1,right,0.0095,0.02,0.0,-300,run,0.26551559299696237,0.0,-0.1,0.0,0.1,0.04,-0.041,-1.743,0.227,0
right_ramp900_-300_r1,right,0.0095,0.02,0.0,-300,run,0.3318343799910508,0.0,-0.21,0.0,-0.21,-0.06,-0.042,-1.786,0.268,0
right_ramp900_-300_r1,right,0.0095,0.02,0.0,-300,run,0.39838474499993026,0.0,-0.21,-0.01,0.21,0.04,-0.038,-1.598,0.399,0
right_ramp900_-300_r1,right,0.0095,0.02,0.0,-300,run,0.4650155789568089,0.0,-0.22,0.0,0.22,0.0,-0.039,-1.614,0.496,0
right_ramp900_-300_r1,right,0.0095,0.02,0.0,-300,run,0.5313407229841687,0.0,-0.24,0.0,0.24,0.04,-0.041,-1.66,0.514,0
right_ramp900_-300_r1,right,0.0095,0.02,0.0,-300,run,0.5976181369624101,0.0,-0.25,0.0,0.25,0.04,-0.043,-1.751,0.517,0
right_ramp900_-300_r1,right,0.0095,0.02,0.0,-300,run,0.6639154779841192,0.0,-0.27,0.0,0.27,0.04,-0.047,-1.928,0.539,0
right_ramp900_-300_r1,right,0.0095,0.02,0.0,-300,run,0.7302371049881913,0.0,-0.3,0.04,-0.3,-0.04,-0.051,-2.177,0.345,0
right_ramp900_-300_r1,right,0.0095,0.02,0.0,-300,run,0.7965382399852388,0.0,-0.29,0.05,0.3,0.02,-0.063,-2.692,-0.214,0
right_ramp900_-300_r1,right,0.0095,0.02,0.0,-300,run,0.8628313869703561,-23.0,-0.32,0.04,0.32,0.04,-0.079,-3.376,-0.273,0
right_ramp900_-300_r1,right,0.0095,0.02,0.0,-300,run,0.929210576985497,-325.0,-0.18,0.03,0.19,0.08,-0.079,-3.212,-1.059,0
right_ramp900_-300_r1,right,0.0095,0.02,0.0,-300,run,0.995485856954474,-360.0,-0.15,0.01,0.15,0.06,-0.079,-3.336,-0.579,0
right_ramp900_-300_r1,right,0.0095,0.02,0.0,-300,run,1.0618118839920498,-353.0,-0.24,0.03,0.24,0.04,-0.069,-2.872,-0.667,0
right_ramp900_-300_r1,right,0.0095,0.02,0.0,-300,run,1.128161619999446,-324.0,-0.17,0.0,0.17,0.08,-0.068,-2.832,-0.611,0
right_ramp900_-300_r1,right,0.0095,0.02,0.0,-300,run,1.1943470789701678,-295.0,-0.21,0.05,0.22,0.06,-0.069,-2.929,-0.415,0
right_ramp900_-300_r1,right,0.0095,0.02,0.0,-300,run,1.2606594389653765,-277.0,-0.22,-0.02,0.22,0.02,-0.066,-2.785,-0.386,0
right_ramp900_-300_r1,right,0.0095,0.02,0.0,-300,run,1.3270273489761166,-270.0,-0.21,-0.05,0.22,0.0,-0.067,-2.811,-0.525,0
right_ramp900_-300_r1,right,0.0095,0.02,0.0,-300,run,1.393388967961073,-266.0,-0.23,-0.05,0.24,0.08,-0.068,-2.903,-0.302,0
right_ramp900_-300_r1,right,0.0095,0.02,0.0,-300,run,1.459707478992641,-271.0,-0.19,0.05,0.19,0.08,-0.068,-2.865,-0.576,0
right_ramp900_-300_r1,right,0.0095,0.02,0.0,-300,run,1.5260180629556999,-291.0,-0.23,0.04,0.24,0.06,-0.068,-2.852,-0.632,0
right_ramp900_-300_r1,right,0.0095,0.02,0.0,-300,run,1.5923971819574945,-291.0,-0.17,-0.02,-0.17,-0.04,-0.071,-3.01,-0.528,0
right_ramp900_-300_r1,right,0.0095,0.02,0.0,-300,run,1.6587487959768623,-294.0,-0.24,0.06,0.25,0.08,-0.069,-2.905,-0.613,0
right_ramp900_-300_r1,right,0.0095,0.02,0.0,-300,run,1.7250807309756055,-310.0,-0.24,0.05,0.24,0.04,-0.068,-2.849,-0.699,0
right_ramp900_-300_r1,right,0.0095,0.02,0.0,-300,run,1.791223200969398,-303.0,-0.18,-0.06,0.19,0.08,-0.07,-2.98,-0.474,0
right_ramp900_-300_r1,right,0.0095,0.02,0.0,-300,run,1.85749650496291,-295.0,-0.23,0.03,0.24,0.0,-0.068,-2.854,-0.621,0
right_ramp900_-300_r1,right,0.0095,0.02,0.0,-300,run,1.9236549369525164,-297.0,-0.28,0.01,0.28,0.08,-0.068,-2.833,-0.595,0
right_ramp900_-300_r1,right,0.0095,0.02,0.0,-300,run,1.9901137779816054,-294.0,-0.21,0.02,0.21,0.06,-0.069,-2.911,-0.506,0
right_ramp900_-300_r1,right,0.0095,0.02,0.0,-300,run,2.0564483339549042,-286.0,-0.26,0.05,0.26,0.06,-0.069,-2.929,-0.45,0
right_ramp900_-300_r1,right,0.0095,0.02,0.0,-300,run,2.1227872239542194,-277.0,-0.19,-0.03,0.2,0.02,-0.07,-2.935,-0.549,0
right_ramp900_-300_r1,right,0.0095,0.02,0.0,-300,run,2.1891227469895966,-288.0,-0.2,0.01,0.2,0.08,-0.068,-2.857,-0.474,0
right_ramp900_-300_r1,right,0.0095,0.02,0.0,0,stop,1.2529781088232994e-06,-278.0,-0.25,0.0,0.25,0.04,-0.07,-2.988,-0.345,0
right_ramp900_-300_r1,right,0.0095,0.02,0.0,0,stop,0.07646793499588966,-271.0,-0.17,-0.04,0.18,0.04,-0.068,-2.873,-0.568,0
right_ramp900_-300_r1,right,0.0095,0.02,0.0,0,stop,0.14282195799751207,-278.0,-0.17,-0.06,0.18,0.06,-0.06,-2.559,-0.329,0
right_ramp900_-300_r1,right,0.0095,0.02,0.0,0,stop,0.20920996298082173,-242.0,-0.15,-0.02,-0.15,-0.06,-0.048,-2.061,-0.117,0
right_ramp900_-300_r1,right,0.0095,0.02,0.0,0,stop,0.275499012961518,-242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
right_ramp900_-300_r1,right,0.0095,0.02,0.0,0,stop,0.3418583589955233,-242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
right_ramp900_-300_r1,right,0.0095,0.02,0.0,0,stop,0.4082048650016077,-242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
right_ramp900_-300_r1,right,0.0095,0.02,0.0,0,stop,0.4745618979795836,-242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
right_ramp900_-300_r1,right,0.0095,0.02,0.0,0,stop,0.5409605799941346,-242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
right_ramp900_-300_r1,right,0.0095,0.02,0.0,0,stop,0.607298525981605,-242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
right_ramp900_-300_r1,right,0.0095,0.02,0.0,0,stop,0.6738429559627548,-242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
right_ramp900_-300_r1,right,0.0095,0.02,0.0,0,stop,0.7402637769700959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
right_ramp900_+300_r2,right,0.0095,0.02,0.0,300,run,0.00014163198648020625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
right_ramp900_+300_r2,right,0.0095,0.02,0.0,300,run,0.06638536200625822,0.0,-0.02,0.02,0.03,0.0,0.008,0.257,-0.257,0
right_ramp900_+300_r2,right,0.0095,0.02,0.0,300,run,0.132649046019651,0.0,0.0,0.0,0.0,0.02,0.02,0.812,-0.302,0
right_ramp900_+300_r2,right,0.0095,0.02,0.0,300,run,0.1990455100312829,0.0,0.07,-0.01,0.07,0.0,0.03,1.3,-0.101,0
right_ramp900_+300_r2,right,0.0095,0.02,0.0,300,run,0.2656072900281288,0.0,0.12,0.0,0.12,0.04,0.037,1.57,0.085,0
right_ramp900_+300_r2,right,0.0095,0.02,0.0,300,run,0.33185840101214126,0.0,0.17,0.0,0.17,0.02,0.039,1.667,0.163,0
right_ramp900_+300_r2,right,0.0095,0.02,0.0,300,run,0.3985102790175006,0.0,0.2,0.0,0.2,0.04,0.041,1.747,0.144,0
right_ramp900_+300_r2,right,0.0095,0.02,0.0,300,run,0.4650513050146401,0.0,0.22,0.0,0.22,0.06,0.041,1.758,0.147,0
right_ramp900_+300_r2,right,0.0095,0.02,0.0,300,run,0.5313002659822814,0.0,0.24,0.0,0.24,0.06,0.042,1.804,0.155,0
right_ramp900_+300_r2,right,0.0095,0.02,0.0,300,run,0.5975383979966864,0.0,0.25,0.0,0.25,0.04,0.045,1.927,0.139,0
right_ramp900_+300_r2,right,0.0095,0.02,0.0,300,run,0.6640157820074819,0.0,0.25,0.01,0.25,0.06,0.052,2.222,-0.045,0
right_ramp900_+300_r2,right,0.0095,0.02,0.0,300,run,0.7304593690205365,0.0,0.34,0.02,0.34,0.06,0.061,2.6,-0.193,0
right_ramp900_+300_r2,right,0.0095,0.02,0.0,300,run,0.7968361679813825,0.0,0.28,0.06,0.29,0.08,0.075,3.192,-0.444,0
right_ramp900_+300_r2,right,0.0095,0.02,0.0,300,run,0.8631353229866363,304.0,0.19,0.06,0.2,0.06,0.078,3.286,-0.718,0
right_ramp900_+300_r2,right,0.0095,0.02,0.0,300,run,0.9295250549912453,364.0,0.15,0.0,-0.15,-0.04,0.073,3.018,-0.836,0
right_ramp900_+300_r2,right,0.0095,0.02,0.0,300,run,0.9963919629808515,353.0,0.17,0.0,0.17,0.0,0.068,2.9,-0.369,0
right_ramp900_+300_r2,right,0.0095,0.02,0.0,300,run,1.0627172690001316,301.0,0.2,-0.03,0.2,0.06,0.065,2.744,-0.45,0
right_ramp900_+300_r2,right,0.0095,0.02,0.0,300,run,1.1292423020349815,264.0,0.22,0.04,0.23,0.06,0.062,2.621,-0.458,0
right_ramp900_+300_r2,right,0.0095,0.02,0.0,300,run,1.1957617010339163,261.0,0.19,0.03,0.19,0.04,0.065,2.736,-0.415,0
right_ramp900_+300_r2,right,0.0095,0.02,0.0,300,run,1.2622218090109527,240.0,0.22,0.0,0.22,0.0,0.066,2.811,-0.332,0
right_ramp900_+300_r2,right,0.0095,0.02,0.0,300,run,1.328527393983677,249.0,0.18,0.06,0.19,0.04,0.066,2.769,-0.528,0
right_ramp900_+300_r2,right,0.0095,0.02,0.0,300,run,1.3950769850052893,272.0,0.21,0.03,0.21,0.06,0.068,2.862,-0.595,0
right_ramp900_+300_r2,right,0.0095,0.02,0.0,300,run,1.461306000011973,276.0,0.2,0.02,-0.2,-0.04,0.07,2.964,-0.372,0
right_ramp900_+300_r2,right,0.0095,0.02,0.0,300,run,1.5275464900187217,279.0,0.25,0.0,0.25,0.04,0.068,2.878,-0.45,0
right_ramp900_+300_r2,right,0.0095,0.02,0.0,300,run,1.5967058759997599,285.0,0.21,0.0,0.21,0.06,0.069,2.9,-0.576,0
right_ramp900_+300_r2,right,0.0095,0.02,0.0,300,run,1.663190936029423,286.0,0.17,-0.01,0.17,0.08,0.069,2.937,-0.31,0
right_ramp900_+300_r2,right,0.0095,0.02,0.0,300,run,1.729380029020831,275.0,0.23,-0.05,0.23,0.08,0.069,2.927,-0.49,0
right_ramp900_+300_r2,right,0.0095,0.02,0.0,300,run,1.7958302320330404,279.0,0.18,0.05,-0.18,-0.04,0.068,2.838,-0.683,0
right_ramp900_+300_r2,right,0.0095,0.02,0.0,300,run,1.8621859439881518,288.0,0.22,-0.08,0.24,0.08,0.069,2.921,-0.364,0
right_ramp900_+300_r2,right,0.0095,0.02,0.0,300,run,1.9285232290276326,282.0,0.2,0.08,0.22,0.08,0.071,2.956,-0.637,0
right_ramp900_+300_r2,right,0.0095,0.02,0.0,300,run,1.994848971022293,289.0,0.25,0.03,0.25,0.06,0.067,2.828,-0.619,0
right_ramp900_+300_r2,right,0.0095,0.02,0.0,300,run,2.0611357190064155,297.0,0.19,-0.04,0.19,0.06,0.071,2.999,-0.573,0
right_ramp900_+300_r2,right,0.0095,0.02,0.0,300,run,2.12743341102032,289.0,0.28,0.04,0.28,0.08,0.07,2.948,-0.57,0
right_ramp900_+300_r2,right,0.0095,0.02,0.0,300,run,2.1938163689919747,296.0,0.27,0.0,0.27,0.08,0.068,2.841,-0.57,0
right_ramp900_+300_r2,right,0.0095,0.02,0.0,0,stop,1.4230026863515377e-06,297.0,0.19,-0.01,0.19,0.06,0.07,2.929,-0.608,0
right_ramp900_+300_r2,right,0.0095,0.02,0.0,0,stop,0.0763785699964501,278.0,0.22,0.06,0.22,0.06,0.067,2.798,-0.635,0
right_ramp900_+300_r2,right,0.0095,0.02,0.0,0,stop,0.14285989402560517,279.0,0.19,-0.01,-0.19,-0.04,0.062,2.632,-0.418,0
right_ramp900_+300_r2,right,0.0095,0.02,0.0,0,stop,0.20922242797678337,241.0,0.14,0.01,0.14,0.0,0.054,2.278,-0.367,0
right_ramp900_+300_r2,right,0.0095,0.02,0.0,0,stop,0.27549573400756344,241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
right_ramp900_+300_r2,right,0.0095,0.02,0.0,0,stop,0.3418514279765077,241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
right_ramp900_+300_r2,right,0.0095,0.02,0.0,0,stop,0.4081607030238956,241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
right_ramp900_+300_r2,right,0.0095,0.02,0.0,0,stop,0.47450125397881493,241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
right_ramp900_+300_r2,right,0.0095,0.02,0.0,0,stop,0.540902009990532,241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
right_ramp900_+300_r2,right,0.0095,0.02,0.0,0,stop,0.6070204310235567,241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
right_ramp900_+300_r2,right,0.0095,0.02,0.0,0,stop,0.6732369639794342,241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
right_ramp900_+300_r2,right,0.0095,0.02,0.0,0,stop,0.7395026229787618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
right_ramp900_-300_r2,right,0.0095,0.02,0.0,-300,run,0.00015692098531872034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
right_ramp900_-300_r2,right,0.0095,0.02,0.0,-300,run,0.06673324899747968,0.0,0.02,-0.01,0.03,0.04,-0.009,-0.356,0.136,0
right_ramp900_-300_r2,right,0.0095,0.02,0.0,-300,run,0.13306653697509319,0.0,-0.02,0.01,0.02,0.06,-0.022,-0.908,0.158,0
right_ramp900_-300_r2,right,0.0095,0.02,0.0,-300,run,0.1993630519718863,0.0,-0.07,0.0,0.07,0.04,-0.032,-1.38,0.136,0
right_ramp900_-300_r2,right,0.0095,0.02,0.0,-300,run,0.26572617900092155,0.0,-0.12,0.0,0.12,0.06,-0.038,-1.629,0.15,0
