case,motor,kp,ki,kd,target,phase,t,erpm,iq,id,imotor,iin,duty,vq,vd,fault
left_kp0.0095_ki0.018_kd0_+300_r1,left,0.0095,0.018,0.0,300.0,run,2.2563537349924445,277.0,0.2,-0.02,0.2,0.04,0.071,3.014,-0.485,0
left_kp0.0095_ki0.018_kd0_+300_r1,left,0.0095,0.018,0.0,300.0,run,2.3226068019866943,276.0,0.2,-0.06,0.21,0.06,0.07,2.995,-0.276,0
left_kp0.0095_ki0.018_kd0_+300_r1,left,0.0095,0.018,0.0,300.0,run,2.388919482997153,290.0,0.18,-0.01,0.18,0.08,0.066,2.826,-0.383,0
left_kp0.0095_ki0.018_kd0_+300_r1,left,0.0095,0.018,0.0,300.0,run,2.455210807034746,273.0,0.18,-0.08,0.2,0.06,0.071,2.968,-0.59,0
left_kp0.0095_ki0.018_kd0_+300_r1,left,0.0095,0.018,0.0,300.0,run,2.521475271030795,269.0,0.23,0.03,0.23,0.08,0.068,2.864,-0.498,0
left_kp0.0095_ki0.018_kd0_+300_r1,left,0.0095,0.018,0.0,300.0,run,2.5877122579840943,285.0,0.21,-0.01,0.21,0.08,0.068,2.891,-0.391,0
left_kp0.0095_ki0.018_kd0_+300_r1,left,0.0095,0.018,0.0,300.0,run,2.654288265039213,276.0,0.2,0.02,0.2,0.44,0.069,2.896,-0.573,0
left_kp0.0095_ki0.018_kd0_+300_r1,left,0.0095,0.018,0.0,300.0,run,2.7209239450166933,268.0,0.27,-0.04,0.27,0.08,0.07,2.982,-0.474,0
left_kp0.0095_ki0.018_kd0_+300_r1,left,0.0095,0.018,0.0,300.0,run,2.787295827991329,282.0,0.25,0.02,0.25,0.08,0.067,2.866,-0.295,0
left_kp0.0095_ki0.018_kd0_+300_r1,left,0.0095,0.018,0.0,300.0,run,2.853654623031616,274.0,0.26,0.0,0.26,0.04,0.065,2.759,-0.431,0
left_kp0.0095_ki0.018_kd0_+300_r1,left,0.0095,0.018,0.0,300.0,run,2.9200274919858202,259.0,0.27,0.0,0.27,0.06,0.069,2.928,-0.517,0
left_kp0.0095_ki0.018_kd0_+300_r1,left,0.0095,0.018,0.0,300.0,run,2.9863561980309896,271.0,0.27,-0.01,0.27,0.12,0.069,2.933,-0.262,0
left_kp0.0095_ki0.018_kd0_+300_r1,left,0.0095,0.018,0.0,0,stop,1.1929660104215145e-06,288.0,0.26,0.06,0.27,0.02,0.068,2.88,-0.431,0
left_kp0.0095_ki0.018_kd0_+300_r1,left,0.0095,0.018,0.0,0,stop,0.07651852100389078,267.0,0.18,-0.03,0.19,0.12,0.067,2.856,-0.423,0
left_kp0.0095_ki0.018_kd0_+300_r1,left,0.0095,0.018,0.0,0,stop,0.14282045798609033,240.0,0.15,0.04,0.16,0.06,0.055,2.319,-0.3,0
left_kp0.0095_ki0.018_kd0_+300_r1,left,0.0095,0.018,0.0,0,stop,0.2092063800082542,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
left_kp0.0095_ki0.018_kd0_+300_r1,left,0.0095,0.018,0.0,0,stop,0.275498207018245,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
left_kp0.0095_ki0.018_kd0_+300_r1,left,0.0095,0.018,0.0,0,stop,0.34198284399462864,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
left_kp0.0095_ki0.018_kd0_+300_r1,left,0.0095,0.018,0.0,0,stop,0.4085480269859545,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
left_kp0.0095_ki0.018_kd0_+300_r1,left,0.0095,0.018,0.0,0,stop,0.47494624700630084,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
left_kp0.0095_ki0.018_kd0_+300_r1,left,0.0095,0.018,0.0,0,stop,0.5411663230042905,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
left_kp0.0095_ki0.018_kd0_+300_r1,left,0.0095,0.018,0.0,0,stop,0.6075650220154785,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
left_kp0.0095_ki0.018_kd0_+300_r1,left,0.0095,0.018,0.0,0,stop,0.6737502939649858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
left_kp0.0095_ki0.018_kd0_+300_r1,left,0.0095,0.018,0.0,0,stop,0.7399848320055753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
left_kp0.0095_ki0.018_kd0_-300_r1,left,0.0095,0.018,0.0,-300.0,run,0.00015708099817857146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
left_kp0.0095_ki0.018_kd0_-300_r1,left,0.0095,0.018,0.0,-300.0,run,0.06663067499175668,0.0,0.01,0.0,0.01,0.0,-0.012,-0.244,0.463,0
left_kp0.0095_ki0.018_kd0_-300_r1,left,0.0095,0.018,0.0,-300.0,run,0.1329614199930802,0.0,-0.07,-0.02,0.07,0.0,-0.031,-1.158,0.619,0
left_kp0.0095_ki0.018_kd0_-300_r1,left,0.0095,0.018,0.0,-300.0,run,0.19951752002816647,0.0,-0.16,-0.02,0.16,0.04,-0.04,-1.601,0.665,0
left_kp0.0095_ki0.018_kd0_-300_r1,left,0.0095,0.018,0.0,-300.0,run,0.2658461490063928,0.0,-0.18,0.01,0.18,0.02,-0.042,-1.743,0.525,0
left_kp0.0095_ki0.018_kd0_-300_r1,left,0.0095,0.018,0.0,-300.0,run,0.33219514100346714,0.0,-0.21,-0.02,0.21,0.02,-0.042,-1.719,0.544,0
left_kp0.0095_ki0.018_kd0_-300_r1,left,0.0095,0.018,0.0,-300.0,run,0.3985652760020457,0.0,-0.22,0.01,0.22,0.06,-0.042,-1.713,0.485,0
left_kp0.0095_ki0.018_kd0_-300_r1,left,0.0095,0.018,0.0,-300.0,run,0.46491726400563493,0.0,-0.24,-0.04,0.24,0.16,-0.043,-1.78,0.463,0
left_kp0.0095_ki0.018_kd0_-300_r1,left,0.0095,0.018,0.0,-300.0,run,0.5312003240105696,0.0,-0.16,0.06,0.17,0.24,-0.045,-1.901,0.431,0
left_kp0.0095_ki0.018_kd0_-300_r1,left,0.0095,0.018,0.0,-300.0,run,0.5975065929815173,0.0,-0.25,0.02,0.25,0.0,-0.051,-2.164,0.214,0
left_kp0.0095_ki0.018_kd0_-300_r1,left,0.0095,0.018,0.0,-300.0,run,0.6639187029795721,0.0,-0.33,0.03,0.33,0.04,-0.06,-2.566,-0.032,0
left_kp0.0095_ki0.018_kd0_-300_r1,left,0.0095,0.018,0.0,-300.0,run,0.7301741749979556,0.0,-0.28,0.08,0.29,0.0,-0.069,-2.917,-0.463,0
left_kp0.0095_ki0.018_kd0_-300_r1,left,0.0095,0.018,0.0,-300.0,run,0.7964342680061236,-184.0,-0.24,-0.01,0.24,0.06,-0.072,-2.992,-0.761,0
left_kp0.0095_ki0.018_kd0_-300_r1,left,0.0095,0.018,0.0,-300.0,run,0.8627915490069427,-283.0,-0.15,-0.01,0.15,0.02,-0.072,-3.035,-0.49,0
left_kp0.0095_ki0.018_kd0_-300_r1,left,0.0095,0.018,0.0,-300.0,run,0.9290246359887533,-306.0,-0.19,0.04,0.19,0.02,-0.065,-2.743,-0.536,0
left_kp0.0095_ki0.018_kd0_-300_r1,left,0.0095,0.018,0.0,-300.0,run,0.9951603059889749,-272.0,-0.14,0.02,0.14,0.02,-0.065,-2.716,-0.71,0
left_kp0.0095_ki0.018_kd0_-300_r1,left,0.0095,0.018,0.0,-300.0,run,1.0614346439833753,-258.0,-0.22,-0.02,0.23,0.02,-0.064,-2.73,-0.404,0
left_kp0.0095_ki0.018_kd0_-300_r1,left,0.0095,0.018,0.0,-300.0,run,1.1276974439970218,-249.0,-0.19,0.0,0.19,0.3,-0.067,-2.84,-0.286,0
left_kp0.0095_ki0.018_kd0_-300_r1,left,0.0095,0.018,0.0,-300.0,run,1.1941098680254072,-257.0,-0.16,-0.04,0.16,0.02,-0.07,-2.931,-0.565,0
left_kp0.0095_ki0.018_kd0_-300_r1,left,0.0095,0.018,0.0,-300.0,run,1.2603697599843144,-268.0,-0.18,0.03,0.19,0.02,-0.068,-2.813,-0.71,0
left_kp0.0095_ki0.018_kd0_-300_r1,left,0.0095,0.018,0.0,-300.0,run,1.3266649619909003,-283.0,-0.22,-0.02,0.22,0.02,-0.072,-3.046,-0.477,0
left_kp0.0095_ki0.018_kd0_-300_r1,left,0.0095,0.018,0.0,-300.0,run,1.3930495830136351,-296.0,-0.16,0.05,0.17,0.02,-0.071,-2.933,-0.761,0
left_kp0.0095_ki0.018_kd0_-300_r1,left,0.0095,0.018,0.0,-300.0,run,1.459466842992697,-305.0,-0.13,-0.01,0.13,0.02,-0.07,-2.893,-0.842,0
left_kp0.0095_ki0.018_kd0_-300_r1,left,0.0095,0.018,0.0,-300.0,run,1.525799002032727,-311.0,-0.21,-0.06,0.22,0.08,-0.071,-3.027,-0.453,0
left_kp0.0095_ki0.018_kd0_-300_r1,left,0.0095,0.018,0.0,-300.0,run,1.5921700859908015,-304.0,-0.13,-0.01,0.13,0.04,-0.072,-2.968,-0.783,0
left_kp0.0095_ki0.018_kd0_-300_r1,left,0.0095,0.018,0.0,-300.0,run,1.6585014659794979,-303.0,-0.15,0.0,0.15,0.02,-0.071,-2.907,-0.871,0
left_kp0.0095_ki0.018_kd0_-300_r1,left,0.0095,0.018,0.0,-300.0,run,1.7248335399781354,-307.0,-0.25,-0.01,0.25,0.02,-0.07,-2.979,-0.466,0
left_kp0.0095_ki0.018_kd0_-300_r1,left,0.0095,0.018,0.0,-300.0,run,1.791173074976541,-302.0,-0.14,-0.04,0.15,0.02,-0.071,-2.958,-0.75,0
left_kp0.0095_ki0.018_kd0_-300_r1,left,0.0095,0.018,0.0,-300.0,run,1.857478786027059,-299.0,-0.16,0.0,0.16,0.02,-0.07,-2.912,-0.809,0
left_kp0.0095_ki0.018_kd0_-300_r1,left,0.0095,0.018,0.0,-300.0,run,1.9237827180186287,-304.0,-0.24,-0.02,0.24,0.02,-0.069,-2.944,-0.421,0
left_kp0.0095_ki0.018_kd0_-300_r1,left,0.0095,0.018,0.0,-300.0,run,1.9901896310038865,-295.0,-0.13,-0.02,0.14,0.04,-0.07,-2.917,-0.726,0
left_kp0.0095_ki0.018_kd0_-300_r1,left,0.0095,0.018,0.0,-300.0,run,2.056529094988946,-287.0,-0.15,0.0,0.15,0.14,-0.068,-2.813,-0.767,0
left_kp0.0095_ki0.018_kd0_-300_r1,left,0.0095,0.018,0.0,-300.0,run,2.1230398780317046,-291.0,-0.19,-0.04,0.2,0.04,-0.071,-3.03,-0.474,0
left_kp0.0095_ki0.018_kd0_-300_r1,left,0.0095,0.018,0.0,-300.0,run,2.189895331976004,-289.0,-0.17,0.1,0.2,0.04,-0.069,-2.861,-0.732,0
left_kp0.0095_ki0.018_kd0_-300_r1,left,0.0095,0.018,0.0,-300.0,run,2.2563524820143357,-291.0,-0.23,0.02,0.23,0.02,-0.067,-2.799,-0.702,0
left_kp0.0095_ki0.018_kd0_-300_r1,left,0.0095,0.018,0.0,-300.0,run,2.322647256019991,-295.0,-0.19,0.01,0.19,0.08,-0.072,-3.035,-0.52,0
left_kp0.0095_ki0.018_kd0_-300_r1,left,0.0095,0.018,0.0,-300.0,run,2.3890650370158255,-290.0,-0.2,0.05,0.21,0.02,-0.068,-2.869,-0.598,0
left_kp0.0095_ki0.018_kd0_-300_r1,left,0.0095,0.018,0.0,-300.0,run,2.4553756510140374,-296.0,-0.24,-0.01,0.24,0.08,-0.068,-2.845,-0.705,0
left_kp0.0095_ki0.018_kd0_-300_r1,left,0.0095,0.018,0.0,-300.0,run,2.5222488450235687,-289.0,-0.16,0.02,0.16,0.42,-0.073,-3.078,-0.488,0
left_kp0.0095_ki0.018_kd0_-300_r1,left,0.0095,0.018,0.0,-300.0,run,2.5884989540209062,-296.0,-0.23,0.02,0.23,0.06,-0.068,-2.861,-0.581,0
left_kp0.0095_ki0.018_kd0_-300_r1,left,0.0095,0.018,0.0,-300.0,run,2.654797793016769,-294.0,-0.21,-0.03,0.22,0.02,-0.07,-2.888,-0.745,0
left_kp0.0095_ki0.018_kd0_-300_r1,left,0.0095,0.018,0.0,-300.0,run,2.7211718509788625,-289.0,-0.16,-0.01,0.16,0.02,-0.072,-3.035,-0.477,0
left_kp0.0095_ki0.018_kd0_-300_r1,left,0.0095,0.018,0.0,-300.0,run,2.787471927993465,-296.0,-0.23,0.01,0.23,0.04,-0.069,-2.896,-0.525,0
left_kp0.0095_ki0.018_kd0_-300_r1,left,0.0095,0.018,0.0,-300.0,run,2.8538180449977517,-294.0,-0.18,-0.02,0.18,0.02,-0.071,-2.952,-0.761,0
left_kp0.0095_ki0.018_kd0_-300_r1,left,0.0095,0.018,0.0,-300.0,run,2.920132643019315,-289.0,-0.18,-0.01,0.18,0.02,-0.07,-2.99,-0.447,0
left_kp0.0095_ki0.018_kd0_-300_r1,left,0.0095,0.018,0.0,-300.0,run,2.9863776030251756,-293.0,-0.23,0.02,0.23,0.34,-0.07,-2.947,-0.496,0
left_kp0.0095_ki0.018_kd0_-300_r1,left,0.0095,0.018,0.0,0,stop,1.1760275810956955e-06,-297.0,-0.21,-0.02,0.21,0.38,-0.071,-2.974,-0.697,0
left_kp0.0095_ki0.018_kd0_-300_r1,left,0.0095,0.018,0.0,0,stop,0.07644340698607266,-291.0,-0.13,-0.02,0.14,0.04,-0.067,-2.802,-0.547,0
left_kp0.0095_ki0.018_kd0_-300_r1,left,0.0095,0.018,0.0,0,stop,0.14267106202896684,-267.0,-0.15,-0.01,0.15,0.06,-0.056,-2.365,-0.345,0
left_kp0.0095_ki0.018_kd0_-300_r1,left,0.0095,0.018,0.0,0,stop,0.2089673459995538,-267.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
left_kp0.0095_ki0.018_kd0_-300_r1,left,0.0095,0.018,0.0,0,stop,0.2753368919948116,-267.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
left_kp0.0095_ki0.018_kd0_-300_r1,left,0.0095,0.018,0.0,0,stop,0.3416451090015471,-267.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
left_kp0.0095_ki0.018_kd0_-300_r1,left,0.0095,0.018,0.0,0,stop,0.4079861030331813,-267.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
left_kp0.0095_ki0.018_kd0_-300_r1,left,0.0095,0.018,0.0,0,stop,0.4744963650009595,-267.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
left_kp0.0095_ki0.018_kd0_-300_r1,left,0.0095,0.018,0.0,0,stop,0.5408915909938514,-267.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
left_kp0.0095_ki0.018_kd0_-300_r1,left,0.0095,0.018,0.0,0,stop,0.6073169489973225,-267.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
left_kp0.0095_ki0.018_kd0_-300_r1,left,0.0095,0.018,0.0,0,stop,0.6737206850084476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
left_kp0.0095_ki0.018_kd0_-300_r1,left,0.0095,0.018,0.0,0,stop,0.7401384300319478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
left_kp0.0095_ki0.018_kd0_+300_r2,left,0.0095,0.018,0.0,300.0,run,0.00014334497973322868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
left_kp0.0095_ki0.018_kd0_+300_r2,left,0.0095,0.018,0.0,300.0,run,0.06637152301846072,0.0,0.02,0.02,0.03,0.0,0.009,0.029,-0.383,0
left_kp0.0095_ki0.018_kd0_+300_r2,left,0.0095,0.018,0.0,300.0,run,0.1326370969763957,0.0,0.05,0.04,0.06,0.08,0.022,0.842,-0.455,0
left_kp0.0095_ki0.018_kd0_+300_r2,left,0.0095,0.018,0.0,300.0,run,0.1989080139901489,0.0,0.12,-0.02,0.12,0.08,0.038,1.571,-0.501,0
left_kp0.0095_ki0.018_kd0_+300_r2,left,0.0095,0.018,0.0,300.0,run,0.26526564999949187,0.0,0.16,0.0,0.16,0.04,0.044,1.807,-0.547,0
left_kp0.0095_ki0.018_kd0_+300_r2,left,0.0095,0.018,0.0,300.0,run,0.3315297639928758,0.0,0.15,-0.05,0.16,0.1,0.046,1.906,-0.549,0
left_kp0.0095_ki0.018_kd0_+300_r2,left,0.0095,0.018,0.0,300.0,run,0.3977932480047457,0.0,0.2,-0.02,0.2,0.04,0.045,1.912,-0.032,0
left_kp0.0095_ki0.018_kd0_+300_r2,left,0.0095,0.018,0.0,300.0,run,0.4641736830235459,0.0,0.23,-0.02,0.23,0.06,0.047,2.008,0.214,0
left_kp0.0095_ki0.018_kd0_+300_r2,left,0.0095,0.018,0.0,300.0,run,0.5304165239795111,0.0,0.21,0.07,0.22,0.04,0.053,2.284,-0.099,0
left_kp0.0095_ki0.018_kd0_+300_r2,left,0.0095,0.018,0.0,300.0,run,0.5966535600018688,0.0,0.27,0.06,0.27,0.1,0.059,2.526,-0.109,0
left_kp0.0095_ki0.018_kd0_+300_r2,left,0.0095,0.018,0.0,300.0,run,0.6629626029753126,24.0,0.27,0.0,0.27,0.04,0.071,3.03,-0.059,0
left_kp0.0095_ki0.018_kd0_+300_r2,left,0.0095,0.018,0.0,300.0,run,0.7293846589745954,214.0,0.19,0.04,0.2,0.0,0.073,3.089,-0.413,0
left_kp0.0095_ki0.018_kd0_+300_r2,left,0.0095,0.018,0.0,300.0,run,0.7956075019901618,307.0,0.18,0.01,0.18,0.02,0.069,2.88,-0.702,0
left_kp0.0095_ki0.018_kd0_+300_r2,left,0.0095,0.018,0.0,300.0,run,0.8623743400094099,308.0,0.16,0.0,0.16,0.04,0.065,2.773,-0.311,0
left_kp0.0095_ki0.018_kd0_+300_r2,left,0.0095,0.018,0.0,300.0,run,0.9286551590193994,268.0,0.19,-0.01,0.19,0.0,0.058,2.453,-0.281,0
left_kp0.0095_ki0.018_kd0_+300_r2,left,0.0095,0.018,0.0,300.0,run,0.9950029709725641,237.0,0.16,0.0,0.16,0.02,0.06,2.518,-0.469,0
left_kp0.0095_ki0.018_kd0_+300_r2,left,0.0095,0.018,0.0,300.0,run,1.061250848986674,215.0,0.2,0.0,0.2,0.02,0.061,2.598,-0.396,0
left_kp0.0095_ki0.018_kd0_+300_r2,left,0.0095,0.018,0.0,300.0,run,1.1293873729882762,200.0,0.16,0.0,0.16,0.04,0.065,2.799,-0.142,0
left_kp0.0095_ki0.018_kd0_+300_r2,left,0.0095,0.018,0.0,300.0,run,1.1965070639853366,226.0,0.27,0.07,0.27,0.02,0.064,2.748,-0.311,0
left_kp0.0095_ki0.018_kd0_+300_r2,left,0.0095,0.018,0.0,300.0,run,1.2629098339821212,241.0,0.18,0.0,0.18,0.06,0.069,2.923,-0.482,0
left_kp0.0095_ki0.018_kd0_+300_r2,left,0.0095,0.018,0.0,300.0,run,1.3294156990014017,260.0,0.16,-0.11,0.19,0.06,0.071,2.986,-0.477,0
left_kp0.0095_ki0.018_kd0_+300_r2,left,0.0095,0.018,0.0,300.0,run,1.3956641220138408,288.0,0.19,0.01,0.19,0.06,0.067,2.857,-0.327,0
left_kp0.0095_ki0.018_kd0_+300_r2,left,0.0095,0.018,0.0,300.0,run,1.4623028779751621,283.0,0.17,-0.05,0.17,0.06,0.068,2.854,-0.589,0
left_kp0.0095_ki0.018_kd0_+300_r2,left,0.0095,0.018,0.0,300.0,run,1.5286488389829174,276.0,0.14,0.02,0.14,0.06,0.069,2.87,-0.659,0
left_kp0.0095_ki0.018_kd0_+300_r2,left,0.0095,0.018,0.0,300.0,run,1.5948285959893838,285.0,0.17,0.0,0.17,0.46,0.07,2.959,-0.361,0
left_kp0.0095_ki0.018_kd0_+300_r2,left,0.0095,0.018,0.0,300.0,run,1.6612188700237311,282.0,0.23,0.06,0.23,0.04,0.067,2.809,-0.544,0
left_kp0.0095_ki0.018_kd0_+300_r2,left,0.0095,0.018,0.0,300.0,run,1.727968031016644,283.0,0.22,-0.02,0.22,0.04,0.069,2.873,-0.613,0
left_kp0.0095_ki0.018_kd0_+300_r2,left,0.0095,0.018,0.0,300.0,run,1.7944763010018505,281.0,0.18,0.02,0.18,0.08,0.069,2.959,-0.353,0
left_kp0.0095_ki0.018_kd0_+300_r2,left,0.0095,0.018,0.0,300.0,run,1.8608046990120783,290.0,0.2,0.05,0.2,0.02,0.067,2.854,-0.474,0
left_kp0.0095_ki0.018_kd0_+300_r2,left,0.0095,0.018,0.0,300.0,run,1.927158274978865,280.0,0.19,-0.04,0.2,0.0,0.07,2.916,-0.616,0
left_kp0.0095_ki0.018_kd0_+300_r2,left,0.0095,0.018,0.0,300.0,run,1.993467079999391,278.0,0.21,-0.07,0.22,0.06,0.07,2.98,-0.292,0
left_kp0.0095_ki0.018_kd0_+300_r2,left,0.0095,0.018,0.0,300.0,run,2.059807265002746,287.0,0.2,0.0,0.2,0.1,0.067,2.852,-0.343,0
left_kp0.0095_ki0.018_kd0_+300_r2,left,0.0095,0.018,0.0,300.0,run,2.126111112011131,280.0,0.22,0.05,0.23,0.4,0.069,2.868,-0.659,0
left_kp0.0095_ki0.018_kd0_+300_r2,left,0.0095,0.018,0.0,300.0,run,2.1924362090067007,284.0,0.21,0.02,0.21,0.06,0.069,2.948,-0.386,0
left_kp0.0095_ki0.018_kd0_+300_r2,left,0.0095,0.018,0.0,300.0,run,2.259007429005578,295.0,0.17,-0.02,0.17,0.08,0.068,2.911,-0.364,0
left_kp0.0095_ki0.018_kd0_+300_r2,left,0.0095,0.018,0.0,300.0,run,2.325499298982322,286.0,0.2,0.01,0.2,0.04,0.069,2.916,-0.517,0
