case,motor,kp,ki,kd,target,phase,t,erpm,iq,id,imotor,iin,duty,vq,vd,fault
left_kp0.0095_ki0.022_kd0_-300_r1,left,0.0095,0.022,0.0,-300.0,run,1.658307756006252,-310.0,-0.15,0.0,0.15,0.04,-0.071,-3.019,-0.506,0
left_kp0.0095_ki0.022_kd0_-300_r1,left,0.0095,0.022,0.0,-300.0,run,1.724545572011266,-302.0,-0.18,-0.04,0.18,0.08,-0.072,-3.046,-0.595,0
left_kp0.0095_ki0.022_kd0_-300_r1,left,0.0095,0.022,0.0,-300.0,run,1.7909094860078767,-306.0,-0.19,-0.03,0.2,0.02,-0.068,-2.853,-0.63,0
left_kp0.0095_ki0.022_kd0_-300_r1,left,0.0095,0.022,0.0,-300.0,run,1.8573457660386339,-301.0,-0.17,-0.01,0.17,0.02,-0.071,-2.998,-0.469,0
left_kp0.0095_ki0.022_kd0_-300_r1,left,0.0095,0.022,0.0,-300.0,run,1.92367865704,-294.0,-0.17,-0.03,0.18,0.04,-0.071,-3.001,-0.568,0
left_kp0.0095_ki0.022_kd0_-300_r1,left,0.0095,0.022,0.0,-300.0,run,1.9901222140179016,-297.0,-0.18,-0.05,0.19,0.44,-0.068,-2.842,-0.643,0
left_kp0.0095_ki0.022_kd0_-300_r1,left,0.0095,0.022,0.0,-300.0,run,2.0565418410114944,-294.0,-0.21,-0.01,0.21,0.06,-0.069,-2.933,-0.447,0
left_kp0.0095_ki0.022_kd0_-300_r1,left,0.0095,0.022,0.0,-300.0,run,2.1227743240306154,-288.0,-0.16,-0.03,0.16,0.02,-0.071,-2.99,-0.608,0
left_kp0.0095_ki0.022_kd0_-300_r1,left,0.0095,0.022,0.0,-300.0,run,2.1891564200050198,-293.0,-0.15,-0.01,0.15,0.46,-0.068,-2.834,-0.691,0
left_kp0.0095_ki0.022_kd0_-300_r1,left,0.0095,0.022,0.0,-300.0,run,2.255446152004879,-290.0,-0.23,-0.07,0.24,0.06,-0.07,-2.976,-0.469,0
left_kp0.0095_ki0.022_kd0_-300_r1,left,0.0095,0.022,0.0,-300.0,run,2.321659223001916,-284.0,-0.16,0.09,0.19,0.02,-0.07,-2.928,-0.635,0
left_kp0.0095_ki0.022_kd0_-300_r1,left,0.0095,0.022,0.0,-300.0,run,2.3879271350451745,-293.0,-0.22,0.05,0.23,0.06,-0.066,-2.759,-0.686,0
left_kp0.0095_ki0.022_kd0_-300_r1,left,0.0095,0.022,0.0,-300.0,run,2.4542334800353274,-288.0,-0.19,0.04,0.19,0.02,-0.071,-2.992,-0.571,0
left_kp0.0095_ki0.022_kd0_-300_r1,left,0.0095,0.022,0.0,-300.0,run,2.52046272699954,-282.0,-0.23,0.0,0.23,0.34,-0.07,-2.944,-0.474,0
left_kp0.0095_ki0.022_kd0_-300_r1,left,0.0095,0.022,0.0,-300.0,run,2.586653501028195,-293.0,-0.25,0.0,0.25,0.06,-0.068,-2.832,-0.643,0
left_kp0.0095_ki0.022_kd0_-300_r1,left,0.0095,0.022,0.0,-300.0,run,2.6529309460311197,-288.0,-0.14,-0.01,0.14,0.04,-0.071,-3.017,-0.504,0
left_kp0.0095_ki0.022_kd0_-300_r1,left,0.0095,0.022,0.0,-300.0,run,2.7194353450322524,-287.0,-0.19,0.04,-0.2,-0.02,-0.071,-2.995,-0.48,0
left_kp0.0095_ki0.022_kd0_-300_r1,left,0.0095,0.022,0.0,-300.0,run,2.7856578750070184,-294.0,-0.21,-0.02,0.21,0.02,-0.07,-2.909,-0.71,0
left_kp0.0095_ki0.022_kd0_-300_r1,left,0.0095,0.022,0.0,-300.0,run,2.852010209055152,-294.0,-0.18,0.0,0.18,0.06,-0.07,-2.968,-0.533,0
left_kp0.0095_ki0.022_kd0_-300_r1,left,0.0095,0.022,0.0,-300.0,run,2.918348753009923,-293.0,-0.22,0.0,0.22,0.02,-0.071,-3.009,-0.461,0
left_kp0.0095_ki0.022_kd0_-300_r1,left,0.0095,0.022,0.0,-300.0,run,2.9847194910398684,-297.0,-0.19,-0.02,0.19,0.06,-0.071,-2.958,-0.697,0
left_kp0.0095_ki0.022_kd0_-300_r1,left,0.0095,0.022,0.0,0,stop,1.2629898265004158e-06,-296.0,-0.18,-0.01,0.18,0.06,-0.069,-2.939,-0.496,0
left_kp0.0095_ki0.022_kd0_-300_r1,left,0.0095,0.022,0.0,0,stop,0.07642125902930275,-290.0,-0.18,0.02,0.18,0.06,-0.067,-2.829,-0.402,0
left_kp0.0095_ki0.022_kd0_-300_r1,left,0.0095,0.022,0.0,0,stop,0.14271268900483847,-279.0,-0.14,-0.02,0.14,0.06,-0.054,-2.311,-0.34,0
left_kp0.0095_ki0.022_kd0_-300_r1,left,0.0095,0.022,0.0,0,stop,0.20902461401419714,-279.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
left_kp0.0095_ki0.022_kd0_-300_r1,left,0.0095,0.022,0.0,0,stop,0.2753443759866059,-279.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
left_kp0.0095_ki0.022_kd0_-300_r1,left,0.0095,0.022,0.0,0,stop,0.3416494840057567,-279.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
left_kp0.0095_ki0.022_kd0_-300_r1,left,0.0095,0.022,0.0,0,stop,0.40793837601086125,-279.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
left_kp0.0095_ki0.022_kd0_-300_r1,left,0.0095,0.022,0.0,0,stop,0.47423133201664314,-279.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
left_kp0.0095_ki0.022_kd0_-300_r1,left,0.0095,0.022,0.0,0,stop,0.5405409029917791,-279.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
left_kp0.0095_ki0.022_kd0_-300_r1,left,0.0095,0.022,0.0,0,stop,0.6068986739846878,-279.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
left_kp0.0095_ki0.022_kd0_-300_r1,left,0.0095,0.022,0.0,0,stop,0.673267342033796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
left_kp0.0095_ki0.022_kd0_-300_r1,left,0.0095,0.022,0.0,0,stop,0.739662139036227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
left_kp0.0095_ki0.022_kd0_+300_r2,left,0.0095,0.022,0.0,300.0,run,0.00013549102004617453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
left_kp0.0095_ki0.022_kd0_+300_r2,left,0.0095,0.022,0.0,300.0,run,0.06644961697747931,0.0,0.01,0.0,0.01,0.02,-0.001,-0.045,-0.024,0
left_kp0.0095_ki0.022_kd0_+300_r2,left,0.0095,0.022,0.0,300.0,run,0.13297969801351428,0.0,0.02,0.01,0.02,0.1,0.018,0.775,-0.12,0
left_kp0.0095_ki0.022_kd0_+300_r2,left,0.0095,0.022,0.0,300.0,run,0.19921808800427243,0.0,0.13,0.0,0.13,0.02,0.039,1.66,-0.281,0
left_kp0.0095_ki0.022_kd0_+300_r2,left,0.0095,0.022,0.0,300.0,run,0.26597525196848437,0.0,0.15,0.01,0.15,0.06,0.047,2.003,-0.303,0
left_kp0.0095_ki0.022_kd0_+300_r2,left,0.0095,0.022,0.0,300.0,run,0.3323798649944365,0.0,0.2,-0.01,0.2,0.08,0.052,2.204,-0.158,0
left_kp0.0095_ki0.022_kd0_+300_r2,left,0.0095,0.022,0.0,300.0,run,0.3988007680163719,0.0,0.18,-0.09,0.21,0.02,0.057,2.445,-0.187,0
left_kp0.0095_ki0.022_kd0_+300_r2,left,0.0095,0.022,0.0,300.0,run,0.4653504429734312,0.0,0.23,-0.08,0.25,0.26,0.066,2.826,-0.115,0
left_kp0.0095_ki0.022_kd0_+300_r2,left,0.0095,0.022,0.0,300.0,run,0.5316721739945933,171.0,0.26,0.0,0.26,0.1,0.066,2.797,-0.308,0
left_kp0.0095_ki0.022_kd0_+300_r2,left,0.0095,0.022,0.0,300.0,run,0.5980478179990314,229.0,0.17,0.03,0.17,0.02,0.066,2.818,-0.38,0
left_kp0.0095_ki0.022_kd0_+300_r2,left,0.0095,0.022,0.0,300.0,run,0.6643826100043952,260.0,0.16,0.0,0.16,0.04,0.062,2.655,-0.292,0
left_kp0.0095_ki0.022_kd0_+300_r2,left,0.0095,0.022,0.0,300.0,run,0.7307031250093132,241.0,0.21,0.02,0.21,0.06,0.062,2.647,-0.262,0
left_kp0.0095_ki0.022_kd0_+300_r2,left,0.0095,0.022,0.0,300.0,run,0.7969816129771061,223.0,0.15,-0.03,0.15,0.04,0.058,2.478,-0.254,0
left_kp0.0095_ki0.022_kd0_+300_r2,left,0.0095,0.022,0.0,300.0,run,0.8633433139766566,211.0,0.18,0.01,-0.18,-0.02,0.059,2.542,-0.107,0
left_kp0.0095_ki0.022_kd0_+300_r2,left,0.0095,0.022,0.0,300.0,run,0.9294340299675241,205.0,0.23,0.03,0.23,0.06,0.061,2.612,-0.286,0
left_kp0.0095_ki0.022_kd0_+300_r2,left,0.0095,0.022,0.0,300.0,run,0.9957165559753776,200.0,0.18,-0.06,0.19,0.06,0.067,2.856,-0.321,0
left_kp0.0095_ki0.022_kd0_+300_r2,left,0.0095,0.022,0.0,300.0,run,1.0620474030147307,228.0,0.21,0.02,0.21,0.14,0.064,2.719,-0.413,0
left_kp0.0095_ki0.022_kd0_+300_r2,left,0.0095,0.022,0.0,300.0,run,1.1288823030190542,248.0,0.21,0.05,0.21,0.04,0.069,2.933,-0.429,0
left_kp0.0095_ki0.022_kd0_+300_r2,left,0.0095,0.022,0.0,300.0,run,1.1951384489657357,269.0,0.23,0.02,0.23,0.02,0.071,3.003,-0.38,0
left_kp0.0095_ki0.022_kd0_+300_r2,left,0.0095,0.022,0.0,300.0,run,1.261433470994234,288.0,0.24,0.0,0.24,0.02,0.07,2.936,-0.547,0
left_kp0.0095_ki0.022_kd0_+300_r2,left,0.0095,0.022,0.0,300.0,run,1.3277398999780416,299.0,0.19,0.0,0.19,0.02,0.069,2.909,-0.421,0
left_kp0.0095_ki0.022_kd0_+300_r2,left,0.0095,0.022,0.0,300.0,run,1.394032588985283,296.0,0.2,0.02,0.2,0.02,0.069,2.947,-0.367,0
left_kp0.0095_ki0.022_kd0_+300_r2,left,0.0095,0.022,0.0,300.0,run,1.4602873139665462,288.0,0.19,-0.05,0.2,0.34,0.069,2.939,-0.501,0
left_kp0.0095_ki0.022_kd0_+300_r2,left,0.0095,0.022,0.0,300.0,run,1.5265514599741437,286.0,0.22,-0.03,0.22,0.04,0.068,2.883,-0.399,0
left_kp0.0095_ki0.022_kd0_+300_r2,left,0.0095,0.022,0.0,300.0,run,1.5928245789837092,281.0,0.21,-0.01,0.21,0.08,0.069,2.92,-0.364,0
left_kp0.0095_ki0.022_kd0_+300_r2,left,0.0095,0.022,0.0,300.0,run,1.659170177008491,282.0,0.2,0.07,0.21,0.04,0.069,2.896,-0.547,0
left_kp0.0095_ki0.022_kd0_+300_r2,left,0.0095,0.022,0.0,300.0,run,1.7257595239789225,289.0,0.16,0.03,0.17,0.06,0.068,2.888,-0.431,0
left_kp0.0095_ki0.022_kd0_+300_r2,left,0.0095,0.022,0.0,300.0,run,1.7923459869925864,285.0,0.17,-0.01,0.17,0.06,0.069,2.939,-0.445,0
left_kp0.0095_ki0.022_kd0_+300_r2,left,0.0095,0.022,0.0,300.0,run,1.8586494560004212,282.0,0.26,0.07,0.27,0.04,0.07,2.971,-0.415,0
left_kp0.0095_ki0.022_kd0_+300_r2,left,0.0095,0.022,0.0,300.0,run,1.924984487995971,289.0,0.2,-0.04,0.2,0.04,0.068,2.893,-0.364,0
left_kp0.0095_ki0.022_kd0_+300_r2,left,0.0095,0.022,0.0,300.0,run,1.9913138789706863,289.0,0.2,0.01,0.2,0.08,0.07,2.976,-0.415,0
left_kp0.0095_ki0.022_kd0_+300_r2,left,0.0095,0.022,0.0,300.0,run,2.0576509300153702,282.0,0.21,-0.01,-0.21,-0.02,0.072,3.081,-0.327,0
left_kp0.0095_ki0.022_kd0_+300_r2,left,0.0095,0.022,0.0,300.0,run,2.123970858985558,295.0,0.2,-0.02,0.2,0.0,0.069,2.919,-0.407,0
left_kp0.0095_ki0.022_kd0_+300_r2,left,0.0095,0.022,0.0,300.0,run,2.190299079986289,294.0,0.16,-0.02,0.16,0.06,0.069,2.943,-0.394,0
left_kp0.0095_ki0.022_kd0_+300_r2,left,0.0095,0.022,0.0,300.0,run,2.2566558470134623,283.0,0.18,-0.04,0.18,0.06,0.072,3.085,-0.375,0
